request_id,timestamp,customer_id,api_key,source_ip,model_id,provider,channel_id,input_tokens,output_tokens,total_tokens,first_token_latency_ms,latency_ms,status_code,error_code,estimated_cost,data_origin,cost_origin,safety_hit
req_008446,2026-07-01 19:04:09,C002,key_c002_2,10.98.120.184,DeepSeek-V4,DeepSeek,api,540,365,905,573,1307,200,,0.001086,synthetic_calibrated,synthetic_assumption,False
req_003959,2026-07-01 19:05:14,C003,key_c003_2,10.218.229.11,Qwen3.6-35B-A3B,Qwen,api,464,178,642,430,1145,200,,0.001027,synthetic_calibrated,synthetic_assumption,False
req_002972,2026-07-01 19:06:00,C004,key_c004_1,10.182.196.103,DeepSeek-V4,DeepSeek,app,789,362,1151,458,1054,429,RATE_LIMIT,0.001381,synthetic_calibrated,synthetic_assumption,False
req_008905,2026-07-01 19:08:01,C002,key_c002_3,10.229.27.138,DeepSeek-V4,DeepSeek,app,431,198,629,452,1138,200,,0.000755,synthetic_calibrated,synthetic_assumption,False
req_008657,2026-07-01 19:08:53,C002,key_c002_2,10.131.99.76,DeepSeek-V4,DeepSeek,app,787,235,1022,527,1631,200,,0.001226,synthetic_calibrated,synthetic_assumption,False
req_008175,2026-07-01 19:09:26,C005,key_c005_1,10.135.164.18,DeepSeek-V4,DeepSeek,api,165,399,564,492,1912,200,,0.000677,synthetic_calibrated,synthetic_assumption,False
req_006183,2026-07-01 19:10:05,C001,key_c001_1,10.86.148.55,DeepSeek-V4,DeepSeek,api,633,225,858,726,1236,200,,0.00103,synthetic_calibrated,synthetic_assumption,False
req_002404,2026-07-01 19:12:14,C003,key_c003_3,10.70.80.210,DeepSeek-V4,DeepSeek,api,223,45,268,524,1169,200,,0.000322,synthetic_calibrated,synthetic_assumption,False
req_005897,2026-07-01 19:12:18,C002,key_c002_3,10.86.185.72,DeepSeek-V4,DeepSeek,web,367,317,684,585,1507,200,,0.000821,synthetic_calibrated,synthetic_assumption,False
req_006227,2026-07-01 19:13:17,C008,key_c008_2,10.67.244.236,DeepSeek-V4,DeepSeek,web,137,368,505,545,984,200,,0.000606,synthetic_calibrated,synthetic_assumption,False
req_000286,2026-07-01 19:15:36,C001,key_c001_1,10.76.48.9,Minimax-M2.5,MiniMax,api,342,116,458,479,1585,200,,0.001099,synthetic_calibrated,synthetic_assumption,False
req_000604,2026-07-01 19:16:50,C002,key_c002_1,10.84.16.230,Minimax-M2.5,MiniMax,web,1495,231,1726,436,1566,200,,0.004142,synthetic_calibrated,synthetic_assumption,False
req_002961,2026-07-01 19:17:05,C003,key_c003_2,10.15.250.164,DeepSeek-V4,DeepSeek,app,154,154,308,693,1667,200,,0.00037,synthetic_calibrated,synthetic_assumption,False
req_002129,2026-07-01 19:17:48,C009,key_c009_3,10.11.204.206,DeepSeek-V4,DeepSeek,app,440,211,651,678,1473,200,,0.000781,synthetic_calibrated,synthetic_assumption,False
req_007210,2026-07-01 19:18:39,C003,key_c003_2,10.47.166.188,DeepSeek-V4,DeepSeek,api,452,140,592,660,1460,200,,0.00071,synthetic_calibrated,synthetic_assumption,False
req_005441,2026-07-01 19:19:20,C009,key_c009_2,10.193.209.170,DeepSeek-V4,DeepSeek,api,351,267,618,480,1311,200,,0.000742,synthetic_calibrated,synthetic_assumption,False
req_005218,2026-07-01 19:20:26,C009,key_c009_2,10.77.19.67,DeepSeek-V4,DeepSeek,api,938,332,1270,484,1802,200,,0.001524,synthetic_calibrated,synthetic_assumption,False
req_003515,2026-07-01 19:22:09,C010,key_c010_2,10.72.108.132,Qwen3.6-35B-A3B,Qwen,web,103,479,582,383,1660,200,,0.000931,synthetic_calibrated,synthetic_assumption,False
req_008029,2026-07-01 19:23:03,C003,key_c003_2,10.147.175.176,DeepSeek-V4,DeepSeek,app,985,323,1308,252,1268,200,,0.00157,synthetic_calibrated,synthetic_assumption,False
req_003911,2026-07-01 19:23:18,C001,key_c001_2,10.212.148.123,DeepSeek-V4,DeepSeek,web,1321,239,1560,396,1244,200,,0.001872,synthetic_calibrated,synthetic_assumption,False
req_004721,2026-07-01 19:23:19,C001,key_c001_2,10.176.172.54,DeepSeek-V4,DeepSeek,web,226,191,417,521,1728,200,,0.0005,synthetic_calibrated,synthetic_assumption,False
req_008108,2026-07-01 19:24:20,C001,key_c001_1,10.183.170.57,DeepSeek-V4,DeepSeek,api,574,146,720,423,1614,200,,0.000864,synthetic_calibrated,synthetic_assumption,False
req_006209,2026-07-01 19:25:18,C002,key_c002_1,10.185.80.145,DeepSeek-V4,DeepSeek,app,129,99,228,359,1518,200,,0.000274,synthetic_calibrated,synthetic_assumption,False
req_008955,2026-07-01 19:25:44,C004,key_c004_1,10.213.94.195,DeepSeek-V4,DeepSeek,app,228,114,342,278,1453,200,,0.00041,synthetic_calibrated,synthetic_assumption,False
req_008503,2026-07-01 19:26:10,C009,key_c009_2,10.116.90.27,DeepSeek-V4,DeepSeek,web,754,205,959,562,1490,200,,0.001151,synthetic_calibrated,synthetic_assumption,False
req_001147,2026-07-01 19:29:15,C003,key_c003_1,10.79.213.234,DeepSeek-V4,DeepSeek,web,311,439,750,621,1845,200,,0.0009,synthetic_calibrated,synthetic_assumption,False
req_009402,2026-07-01 19:30:00,C005,key_c005_1,10.179.78.46,DeepSeek-V4,DeepSeek,app,350,82,432,414,1373,200,,0.000518,synthetic_calibrated,synthetic_assumption,False
req_006215,2026-07-01 19:31:00,C001,key_c001_2,10.97.171.27,DeepSeek-V4,DeepSeek,api,355,244,599,560,1510,200,,0.000719,synthetic_calibrated,synthetic_assumption,False
req_007582,2026-07-01 19:31:19,C001,key_c001_2,10.214.106.243,DeepSeek-V4,DeepSeek,api,897,309,1206,492,1214,200,,0.001447,synthetic_calibrated,synthetic_assumption,False
req_003944,2026-07-01 19:33:52,C010,key_c010_1,10.187.147.14,DeepSeek-V4,DeepSeek,api,161,285,446,536,1317,200,,0.000535,synthetic_calibrated,synthetic_assumption,False
req_002679,2026-07-01 19:34:29,C006,key_c006_3,10.19.162.140,Qwen3.6-35B-A3B,Qwen,api,694,146,840,562,1570,200,,0.001344,synthetic_calibrated,synthetic_assumption,False
req_000395,2026-07-01 19:35:07,C008,key_c008_1,10.250.155.251,DeepSeek-V4,DeepSeek,api,209,109,318,129,1447,200,,0.000382,synthetic_calibrated,synthetic_assumption,False
req_008372,2026-07-01 19:37:08,C006,key_c006_3,10.92.167.236,DeepSeek-V4,DeepSeek,api,270,104,374,669,1231,200,,0.000449,synthetic_calibrated,synthetic_assumption,False
req_003341,2026-07-01 19:38:09,C003,key_c003_3,10.27.83.80,DeepSeek-V4,DeepSeek,api,1133,66,1199,360,662,200,,0.001439,synthetic_calibrated,synthetic_assumption,False
req_004069,2026-07-01 19:38:35,C009,key_c009_2,10.50.99.40,DeepSeek-V4,DeepSeek,web,279,149,428,423,2299,200,,0.000514,synthetic_calibrated,synthetic_assumption,False
req_008713,2026-07-01 19:40:16,C002,key_c002_1,10.32.131.87,Minimax-M2.5,MiniMax,api,482,162,644,390,1602,200,,0.001546,synthetic_calibrated,synthetic_assumption,False
req_006816,2026-07-01 19:41:27,C005,key_c005_3,10.14.163.213,DeepSeek-V4,DeepSeek,web,1299,424,1723,266,1469,200,,0.002068,synthetic_calibrated,synthetic_assumption,False
req_001200,2026-07-01 19:41:48,C003,key_c003_2,10.47.104.84,DeepSeek-V4,DeepSeek,app,520,189,709,402,1408,200,,0.000851,synthetic_calibrated,synthetic_assumption,False
req_009969,2026-07-01 19:42:06,C003,key_c003_2,10.163.72.40,DeepSeek-V4,DeepSeek,api,313,102,415,301,1368,200,,0.000498,synthetic_calibrated,synthetic_assumption,False
req_009277,2026-07-01 19:42:20,C005,key_c005_3,10.228.103.197,Minimax-M2.5,MiniMax,app,124,341,465,554,1638,200,,0.001116,synthetic_calibrated,synthetic_assumption,False
req_007158,2026-07-01 19:44:30,C004,key_c004_1,10.15.149.191,DeepSeek-V4,DeepSeek,api,602,115,717,350,1685,200,,0.00086,synthetic_calibrated,synthetic_assumption,False
req_005748,2026-07-01 19:45:40,C004,key_c004_1,10.181.170.167,DeepSeek-V4,DeepSeek,app,383,127,510,494,1474,200,,0.000612,synthetic_calibrated,synthetic_assumption,False
req_001469,2026-07-01 19:45:57,C006,key_c006_1,10.198.124.157,DeepSeek-V4,DeepSeek,app,110,277,387,603,1703,200,,0.000464,synthetic_calibrated,synthetic_assumption,False
req_003116,2026-07-01 19:48:49,C003,key_c003_1,10.94.240.42,DeepSeek-V4,DeepSeek,api,348,227,575,373,1062,200,,0.00069,synthetic_calibrated,synthetic_assumption,False
req_002887,2026-07-01 19:50:57,C010,key_c010_1,10.9.240.7,DeepSeek-V4,DeepSeek,api,232,350,582,509,1737,200,,0.000698,synthetic_calibrated,synthetic_assumption,False
req_002672,2026-07-01 19:51:03,C007,key_c007_1,10.89.200.120,DeepSeek-V4,DeepSeek,api,559,149,708,354,1159,200,,0.00085,synthetic_calibrated,synthetic_assumption,False
req_004899,2026-07-01 19:51:48,C003,key_c003_3,10.232.34.219,DeepSeek-V4,DeepSeek,api,387,269,656,456,1235,200,,0.000787,synthetic_calibrated,synthetic_assumption,False
req_009412,2026-07-01 19:56:07,C004,key_c004_3,10.29.123.30,DeepSeek-V4,DeepSeek,api,100,50,150,619,2149,200,,0.00018,synthetic_calibrated,synthetic_assumption,False
req_009792,2026-07-01 19:57:06,C003,key_c003_2,10.232.46.252,DeepSeek-V4,DeepSeek,api,1100,280,1380,526,2134,200,,0.001656,synthetic_calibrated,synthetic_assumption,False
req_004308,2026-07-01 19:57:14,C004,key_c004_2,10.109.36.117,DeepSeek-V4,DeepSeek,api,535,190,725,575,1865,200,,0.00087,synthetic_calibrated,synthetic_assumption,False
req_003153,2026-07-01 19:57:40,C003,key_c003_1,10.250.203.220,DeepSeek-V4,DeepSeek,api,754,252,1006,534,1272,200,,0.001207,synthetic_calibrated,synthetic_assumption,False
req_003807,2026-07-01 19:57:54,C008,key_c008_3,10.250.159.239,Minimax-M2.5,MiniMax,api,460,138,598,546,1336,200,,0.001435,synthetic_calibrated,synthetic_assumption,False
req_002221,2026-07-01 19:58:00,C004,key_c004_3,10.249.116.72,DeepSeek-V4,DeepSeek,app,279,138,417,668,1978,200,,0.0005,synthetic_calibrated,synthetic_assumption,False
req_009347,2026-07-01 19:58:54,C006,key_c006_3,10.153.15.46,DeepSeek-V4,DeepSeek,api,430,93,523,617,1413,200,,0.000628,synthetic_calibrated,synthetic_assumption,False
req_000242,2026-07-01 19:59:33,C008,key_c008_3,10.25.55.88,DeepSeek-V4,DeepSeek,api,633,77,710,438,1576,200,,0.000852,synthetic_calibrated,synthetic_assumption,False
req_004568,2026-07-01 20:00:42,C001,key_c001_3,10.90.104.163,DeepSeek-V4,DeepSeek,api,545,101,646,460,1526,500,INTERNAL_ERROR,0.000775,synthetic_calibrated,synthetic_assumption,False
req_009293,2026-07-01 20:00:58,C002,key_c002_3,10.225.87.4,DeepSeek-V4,DeepSeek,web,703,373,1076,427,1186,200,,0.001291,synthetic_calibrated,synthetic_assumption,False
req_005530,2026-07-01 20:01:36,C006,key_c006_2,10.244.230.70,DeepSeek-V4,DeepSeek,api,582,217,799,523,1515,200,,0.000959,synthetic_calibrated,synthetic_assumption,False
req_008330,2026-07-01 20:03:29,C001,key_c001_2,10.122.34.147,DeepSeek-V4,DeepSeek,api,557,449,1006,367,1719,200,,0.001207,synthetic_calibrated,synthetic_assumption,False
req_008759,2026-07-01 20:03:50,C006,key_c006_3,10.244.19.12,Minimax-M2.5,MiniMax,api,861,129,990,488,1600,200,,0.002376,synthetic_calibrated,synthetic_assumption,False
req_006695,2026-07-01 20:06:09,C001,key_c001_1,10.200.29.117,DeepSeek-V4,DeepSeek,api,666,204,870,550,1472,200,,0.001044,synthetic_calibrated,synthetic_assumption,False
req_002763,2026-07-01 20:08:32,C002,key_c002_2,10.23.227.66,DeepSeek-V4,DeepSeek,api,544,108,652,497,1359,200,,0.000782,synthetic_calibrated,synthetic_assumption,False
req_002564,2026-07-01 20:10:12,C002,key_c002_2,10.140.201.37,DeepSeek-V4,DeepSeek,api,68,167,235,504,1133,200,,0.000282,synthetic_calibrated,synthetic_assumption,False
req_009551,2026-07-01 20:11:20,C007,key_c007_3,10.242.154.35,DeepSeek-V4,DeepSeek,api,339,281,620,515,1449,200,,0.000744,synthetic_calibrated,synthetic_assumption,False
req_008097,2026-07-01 20:11:39,C006,key_c006_1,10.134.53.232,DeepSeek-V4,DeepSeek,app,708,175,883,339,833,401,UNAUTHORIZED,0.00106,synthetic_calibrated,synthetic_assumption,False
req_001371,2026-07-01 20:11:47,C009,key_c009_3,10.239.212.137,DeepSeek-V4,DeepSeek,api,1024,158,1182,401,1243,200,,0.001418,synthetic_calibrated,synthetic_assumption,False
req_008139,2026-07-01 20:11:59,C001,key_c001_1,10.159.91.73,DeepSeek-V4,DeepSeek,api,477,78,555,413,1508,200,,0.000666,synthetic_calibrated,synthetic_assumption,False
req_006350,2026-07-01 20:12:56,C004,key_c004_2,10.2.41.73,DeepSeek-V4,DeepSeek,api,584,128,712,538,1276,400,BAD_REQUEST,0.000854,synthetic_calibrated,synthetic_assumption,False
req_006889,2026-07-01 20:15:47,C003,key_c003_1,10.134.111.152,DeepSeek-V4,DeepSeek,app,369,327,696,418,1665,200,,0.000835,synthetic_calibrated,synthetic_assumption,False
req_006028,2026-07-01 20:16:49,C003,key_c003_3,10.50.27.228,Minimax-M2.5,MiniMax,api,478,181,659,518,1435,200,,0.001582,synthetic_calibrated,synthetic_assumption,False
req_007045,2026-07-01 20:17:18,C007,key_c007_3,10.54.179.229,DeepSeek-V4,DeepSeek,api,275,315,590,494,1373,200,,0.000708,synthetic_calibrated,synthetic_assumption,False
req_000234,2026-07-01 20:18:40,C004,key_c004_2,10.6.229.82,Qwen3.6-35B-A3B,Qwen,api,876,101,977,397,1560,200,,0.001563,synthetic_calibrated,synthetic_assumption,False
req_007957,2026-07-01 20:19:16,C005,key_c005_1,10.221.47.84,DeepSeek-V4,DeepSeek,api,154,377,531,280,1621,200,,0.000637,synthetic_calibrated,synthetic_assumption,False
req_007198,2026-07-01 20:20:32,C003,key_c003_3,10.43.44.11,DeepSeek-V4,DeepSeek,api,189,153,342,186,1489,200,,0.00041,synthetic_calibrated,synthetic_assumption,False
req_000322,2026-07-01 20:21:17,C010,key_c010_2,10.201.191.245,DeepSeek-V4,DeepSeek,api,682,96,778,546,1823,401,UNAUTHORIZED,0.000934,synthetic_calibrated,synthetic_assumption,False
req_003501,2026-07-01 20:21:56,C001,key_c001_2,10.40.89.25,DeepSeek-V4,DeepSeek,api,105,99,204,623,1693,200,,0.000245,synthetic_calibrated,synthetic_assumption,False
req_005190,2026-07-01 20:22:12,C008,key_c008_1,10.53.142.171,DeepSeek-V4,DeepSeek,app,442,62,504,650,1928,200,,0.000605,synthetic_calibrated,synthetic_assumption,False
req_009865,2026-07-01 20:23:32,C002,key_c002_2,10.242.43.231,DeepSeek-V4,DeepSeek,app,799,128,927,541,1639,200,,0.001112,synthetic_calibrated,synthetic_assumption,False
req_003738,2026-07-01 20:23:53,C001,key_c001_1,10.167.91.37,DeepSeek-V4,DeepSeek,api,491,187,678,558,1844,200,,0.000814,synthetic_calibrated,synthetic_assumption,False
req_009642,2026-07-01 20:24:27,C009,key_c009_2,10.87.158.56,Qwen3.6-35B-A3B,Qwen,api,469,377,846,419,1669,200,,0.001354,synthetic_calibrated,synthetic_assumption,False
req_004944,2026-07-01 20:28:00,C005,key_c005_2,10.71.189.93,DeepSeek-V4,DeepSeek,api,247,265,512,571,2075,200,,0.000614,synthetic_calibrated,synthetic_assumption,False
req_000874,2026-07-01 20:28:08,C008,key_c008_2,10.8.152.188,DeepSeek-V4,DeepSeek,api,279,762,1041,561,1749,200,,0.001249,synthetic_calibrated,synthetic_assumption,False
req_009894,2026-07-01 20:28:21,C001,key_c001_1,10.130.25.60,DeepSeek-V4,DeepSeek,api,244,67,311,502,1496,200,,0.000373,synthetic_calibrated,synthetic_assumption,False
req_004369,2026-07-01 20:29:40,C002,key_c002_3,10.195.121.165,DeepSeek-V4,DeepSeek,app,498,440,938,360,1352,200,,0.001126,synthetic_calibrated,synthetic_assumption,False
req_007322,2026-07-01 20:30:22,C004,key_c004_3,10.69.48.147,DeepSeek-V4,DeepSeek,app,428,154,582,512,1884,200,,0.000698,synthetic_calibrated,synthetic_assumption,False
req_005072,2026-07-01 20:33:30,C003,key_c003_2,10.71.96.234,DeepSeek-V4,DeepSeek,app,1101,169,1270,282,1729,200,,0.001524,synthetic_calibrated,synthetic_assumption,False
req_003417,2026-07-01 20:34:04,C008,key_c008_1,10.197.53.138,DeepSeek-V4,DeepSeek,web,128,210,338,385,1257,200,,0.000406,synthetic_calibrated,synthetic_assumption,False
req_004450,2026-07-01 20:34:58,C002,key_c002_2,10.152.213.244,DeepSeek-V4,DeepSeek,api,181,184,365,443,1677,200,,0.000438,synthetic_calibrated,synthetic_assumption,False
req_008612,2026-07-01 20:35:22,C007,key_c007_2,10.113.234.140,DeepSeek-V4,DeepSeek,web,589,158,747,516,1898,200,,0.000896,synthetic_calibrated,synthetic_assumption,False
req_001507,2026-07-01 20:36:36,C003,key_c003_2,10.63.30.211,DeepSeek-V4,DeepSeek,api,306,183,489,580,1185,429,RATE_LIMIT,0.000587,synthetic_calibrated,synthetic_assumption,False
req_001901,2026-07-01 20:38:53,C007,key_c007_1,10.145.179.243,DeepSeek-V4,DeepSeek,api,224,167,391,221,1103,200,,0.000469,synthetic_calibrated,synthetic_assumption,False
req_000749,2026-07-01 20:39:25,C003,key_c003_2,10.112.169.237,DeepSeek-V4,DeepSeek,api,143,162,305,413,1646,200,,0.000366,synthetic_calibrated,synthetic_assumption,False
req_006768,2026-07-01 20:39:59,C002,key_c002_3,10.70.17.196,DeepSeek-V4,DeepSeek,api,940,121,1061,562,1584,200,,0.001273,synthetic_calibrated,synthetic_assumption,False
req_004171,2026-07-01 20:40:56,C009,key_c009_3,10.92.189.224,DeepSeek-V4,DeepSeek,api,554,196,750,328,1634,200,,0.0009,synthetic_calibrated,synthetic_assumption,False
req_008473,2026-07-01 20:40:59,C003,key_c003_1,10.130.129.249,DeepSeek-V4,DeepSeek,api,295,127,422,556,2141,200,,0.000506,synthetic_calibrated,synthetic_assumption,False
req_007285,2026-07-01 20:41:03,C002,key_c002_3,10.67.66.235,DeepSeek-V4,DeepSeek,app,451,132,583,666,1468,200,,0.0007,synthetic_calibrated,synthetic_assumption,False
req_001151,2026-07-01 20:41:24,C004,key_c004_2,10.254.46.250,DeepSeek-V4,DeepSeek,api,382,164,546,531,1724,200,,0.000655,synthetic_calibrated,synthetic_assumption,False
req_008579,2026-07-01 20:41:54,C005,key_c005_1,10.96.111.243,DeepSeek-V4,DeepSeek,api,339,201,540,376,1463,200,,0.000648,synthetic_calibrated,synthetic_assumption,False
req_009834,2026-07-01 20:45:38,C001,key_c001_3,10.247.190.195,Minimax-M2.5,MiniMax,app,187,209,396,516,1465,200,,0.00095,synthetic_calibrated,synthetic_assumption,False
req_005326,2026-07-01 20:45:45,C002,key_c002_3,10.80.206.97,DeepSeek-V4,DeepSeek,api,610,546,1156,95,808,200,,0.001387,synthetic_calibrated,synthetic_assumption,False
req_009294,2026-07-01 20:46:41,C002,key_c002_3,10.239.52.237,DeepSeek-V4,DeepSeek,api,50,299,349,486,1166,200,,0.000419,synthetic_calibrated,synthetic_assumption,False
req_006809,2026-07-01 20:47:43,C001,key_c001_1,10.119.236.79,DeepSeek-V4,DeepSeek,app,1031,496,1527,325,1403,200,,0.001832,synthetic_calibrated,synthetic_assumption,False
req_003065,2026-07-01 20:47:54,C001,key_c001_2,10.185.110.233,DeepSeek-V4,DeepSeek,api,582,192,774,476,1394,200,,0.000929,synthetic_calibrated,synthetic_assumption,False
req_005597,2026-07-01 20:51:58,C002,key_c002_2,10.40.157.27,DeepSeek-V4,DeepSeek,app,323,221,544,526,1235,200,,0.000653,synthetic_calibrated,synthetic_assumption,False
req_003755,2026-07-01 20:54:04,C009,key_c009_1,10.251.241.151,DeepSeek-V4,DeepSeek,web,848,112,960,475,1722,200,,0.001152,synthetic_calibrated,synthetic_assumption,False
req_003865,2026-07-01 20:55:05,C001,key_c001_1,10.205.233.36,DeepSeek-V4,DeepSeek,api,446,294,740,455,1315,200,,0.000888,synthetic_calibrated,synthetic_assumption,False
req_003768,2026-07-01 20:55:19,C002,key_c002_1,10.33.233.241,DeepSeek-V4,DeepSeek,api,634,176,810,524,1620,200,,0.000972,synthetic_calibrated,synthetic_assumption,False
req_008683,2026-07-01 20:55:31,C001,key_c001_3,10.99.1.53,DeepSeek-V4,DeepSeek,web,123,711,834,411,1027,500,INTERNAL_ERROR,0.001001,synthetic_calibrated,synthetic_assumption,False
req_008397,2026-07-01 20:56:56,C003,key_c003_1,10.64.212.23,DeepSeek-V4,DeepSeek,app,595,95,690,592,1290,200,,0.000828,synthetic_calibrated,synthetic_assumption,False
req_002980,2026-07-01 20:57:46,C004,key_c004_2,10.153.244.214,DeepSeek-V4,DeepSeek,web,213,495,708,476,1858,200,,0.00085,synthetic_calibrated,synthetic_assumption,False
req_008275,2026-07-01 20:57:47,C004,key_c004_3,10.59.86.229,DeepSeek-V4,DeepSeek,app,413,121,534,582,1789,200,,0.000641,synthetic_calibrated,synthetic_assumption,False
req_007925,2026-07-01 20:58:50,C009,key_c009_3,10.87.26.110,DeepSeek-V4,DeepSeek,api,671,313,984,505,1391,200,,0.001181,synthetic_calibrated,synthetic_assumption,False
req_008615,2026-07-01 21:00:18,C005,key_c005_2,10.209.232.83,DeepSeek-V4,DeepSeek,api,315,329,644,435,1449,200,,0.000773,synthetic_calibrated,synthetic_assumption,False
req_001734,2026-07-01 21:02:35,C002,key_c002_2,10.208.150.128,DeepSeek-V4,DeepSeek,api,153,341,494,443,1985,400,BAD_REQUEST,0.000593,synthetic_calibrated,synthetic_assumption,False
req_009387,2026-07-01 21:02:50,C001,key_c001_1,10.207.116.83,DeepSeek-V4,DeepSeek,api,133,217,350,525,1333,200,,0.00042,synthetic_calibrated,synthetic_assumption,False
req_002918,2026-07-01 21:03:31,C002,key_c002_1,10.92.119.102,DeepSeek-V4,DeepSeek,web,1016,615,1631,543,1285,200,,0.001957,synthetic_calibrated,synthetic_assumption,False
req_006141,2026-07-01 21:03:45,C003,key_c003_1,10.99.206.252,DeepSeek-V4,DeepSeek,app,399,184,583,533,1483,200,,0.0007,synthetic_calibrated,synthetic_assumption,False
req_002355,2026-07-01 21:03:58,C001,key_c001_1,10.38.26.208,DeepSeek-V4,DeepSeek,api,504,119,623,484,1281,200,,0.000748,synthetic_calibrated,synthetic_assumption,False
req_004160,2026-07-01 21:06:02,C001,key_c001_1,10.143.241.141,DeepSeek-V4,DeepSeek,web,447,164,611,434,1498,200,,0.000733,synthetic_calibrated,synthetic_assumption,False
req_003987,2026-07-01 21:13:45,C003,key_c003_1,10.141.214.180,DeepSeek-V4,DeepSeek,web,504,361,865,505,1421,400,BAD_REQUEST,0.001038,synthetic_calibrated,synthetic_assumption,False
req_007516,2026-07-01 21:14:05,C002,key_c002_1,10.152.75.95,DeepSeek-V4,DeepSeek,api,607,262,869,470,1823,200,,0.001043,synthetic_calibrated,synthetic_assumption,False
req_008247,2026-07-01 21:16:17,C002,key_c002_3,10.7.116.42,DeepSeek-V4,DeepSeek,app,282,97,379,437,1379,200,,0.000455,synthetic_calibrated,synthetic_assumption,False
req_007374,2026-07-01 21:16:27,C005,key_c005_1,10.213.112.150,DeepSeek-V4,DeepSeek,api,577,159,736,464,1477,200,,0.000883,synthetic_calibrated,synthetic_assumption,False
req_009606,2026-07-01 21:16:30,C003,key_c003_3,10.110.77.11,Minimax-M2.5,MiniMax,app,658,54,712,475,1550,200,,0.001709,synthetic_calibrated,synthetic_assumption,False
req_004096,2026-07-01 21:16:53,C002,key_c002_2,10.62.224.126,DeepSeek-V4,DeepSeek,api,535,460,995,346,926,200,,0.001194,synthetic_calibrated,synthetic_assumption,False
req_002428,2026-07-01 21:17:19,C001,key_c001_1,10.211.239.46,DeepSeek-V4,DeepSeek,api,221,163,384,436,1458,200,,0.000461,synthetic_calibrated,synthetic_assumption,False
req_003441,2026-07-01 21:17:25,C003,key_c003_2,10.239.99.235,DeepSeek-V4,DeepSeek,api,382,82,464,311,959,200,,0.000557,synthetic_calibrated,synthetic_assumption,False
req_006478,2026-07-01 21:19:35,C002,key_c002_3,10.183.53.239,DeepSeek-V4,DeepSeek,api,344,508,852,291,1384,200,,0.001022,synthetic_calibrated,synthetic_assumption,False
req_004310,2026-07-01 21:20:14,C001,key_c001_3,10.25.118.140,DeepSeek-V4,DeepSeek,app,428,386,814,632,1260,200,,0.000977,synthetic_calibrated,synthetic_assumption,False
req_004368,2026-07-01 21:22:12,C008,key_c008_3,10.62.76.156,DeepSeek-V4,DeepSeek,api,328,1496,1824,611,1187,200,,0.002189,synthetic_calibrated,synthetic_assumption,False
req_002956,2026-07-01 21:23:40,C003,key_c003_2,10.175.147.24,DeepSeek-V4,DeepSeek,api,295,130,425,641,1743,200,,0.00051,synthetic_calibrated,synthetic_assumption,False
req_004564,2026-07-01 21:24:19,C005,key_c005_3,10.253.8.190,DeepSeek-V4,DeepSeek,api,1004,277,1281,441,1224,200,,0.001537,synthetic_calibrated,synthetic_assumption,False
req_003751,2026-07-01 21:24:41,C006,key_c006_1,10.6.230.47,DeepSeek-V4,DeepSeek,api,691,178,869,305,1454,200,,0.001043,synthetic_calibrated,synthetic_assumption,False
req_006827,2026-07-01 21:26:26,C009,key_c009_3,10.11.226.82,DeepSeek-V4,DeepSeek,api,1078,198,1276,326,1300,200,,0.001531,synthetic_calibrated,synthetic_assumption,False
req_006806,2026-07-01 21:26:55,C006,key_c006_1,10.64.25.140,Qwen3.6-35B-A3B,Qwen,app,394,143,537,319,1533,200,,0.000859,synthetic_calibrated,synthetic_assumption,False
req_009804,2026-07-01 21:27:55,C001,key_c001_1,10.34.82.85,DeepSeek-V4,DeepSeek,app,663,176,839,590,1712,200,,0.001007,synthetic_calibrated,synthetic_assumption,False
req_005526,2026-07-01 21:28:28,C002,key_c002_3,10.251.93.125,DeepSeek-V4,DeepSeek,app,190,168,358,379,1238,200,,0.00043,synthetic_calibrated,synthetic_assumption,False
req_002739,2026-07-01 21:28:30,C003,key_c003_2,10.88.33.66,DeepSeek-V4,DeepSeek,api,1285,131,1416,603,1859,200,,0.001699,synthetic_calibrated,synthetic_assumption,False
req_008879,2026-07-01 21:29:17,C001,key_c001_2,10.41.167.60,DeepSeek-V4,DeepSeek,web,494,596,1090,592,1719,200,,0.001308,synthetic_calibrated,synthetic_assumption,False
req_006924,2026-07-01 21:29:48,C005,key_c005_2,10.176.148.79,DeepSeek-V4,DeepSeek,api,375,538,913,786,2107,200,,0.001096,synthetic_calibrated,synthetic_assumption,False
req_006907,2026-07-01 21:29:49,C007,key_c007_3,10.49.11.164,DeepSeek-V4,DeepSeek,web,385,239,624,513,1450,200,,0.000749,synthetic_calibrated,synthetic_assumption,False
req_007359,2026-07-01 21:29:59,C004,key_c004_1,10.21.153.121,DeepSeek-V4,DeepSeek,api,467,63,530,555,1931,200,,0.000636,synthetic_calibrated,synthetic_assumption,False
req_006496,2026-07-01 21:31:27,C001,key_c001_3,10.139.68.192,DeepSeek-V4,DeepSeek,app,726,296,1022,495,1997,401,UNAUTHORIZED,0.001226,synthetic_calibrated,synthetic_assumption,False
req_004501,2026-07-01 21:32:46,C005,key_c005_3,10.15.118.236,DeepSeek-V4,DeepSeek,api,313,145,458,240,864,200,,0.00055,synthetic_calibrated,synthetic_assumption,False
